source_string,code_system,concept_id,concept_name,domain_id,vocabulary_id,mapping_version,decided_by,decided_on,note
51041,SOURCE,3036243,Potassium [Moles/volume] in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51041 'Potassium, Body Fluid' (Other Body Fluid; Chemistry); community mapping, imported 2026-09-11"
51042,SOURCE,3022810,Sodium [Moles/volume] in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51042 'Sodium, Body Fluid' (Other Body Fluid; Chemistry); community mapping, imported 2026-09-11"
51043,SOURCE,3005029,Protein [Mass/volume] in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51043 'Total Protein, Body Fluid' (Other Body Fluid; Chemistry); community mapping, imported 2026-09-11"
51044,SOURCE,3000637,Triglyceride [Mass/volume] in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51044 'Triglycer' (Other Body Fluid; Chemistry); community mapping, imported 2026-09-11"
51045,SOURCE,3019930,Urea nitrogen [Mass/volume] in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51045 'Urea Nitrogen, Body Fluid' (Other Body Fluid; Chemistry); community mapping, imported 2026-09-11"
51046,SOURCE,3011544,Albumin [Mass/volume] in Pleural fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51046 'Albumin, Pleural' (Pleural; Chemistry); community mapping, imported 2026-09-11"
51047,SOURCE,3015401,Amylase [Enzymatic activity/volume] in Pleural fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51047 'Amylase, Pleural' (Pleural; Chemistry); community mapping, imported 2026-09-11"
51048,SOURCE,40757492,Bicarbonate [Moles/volume] in Pleural fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51048 'Bicarbonate, Pleural' (Pleural; Chemistry); community mapping, imported 2026-09-11"
51049,SOURCE,3013272,Bilirubin.total [Mass/volume] in Pleural fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51049 'Bilirubin, Total, Pleural' (Pleural; Chemistry); community mapping, imported 2026-09-11"
51050,SOURCE,3038308,Chloride [Moles/volume] in Pleural fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51050 'Chloride, Pleural' (Pleural; Chemistry); community mapping, imported 2026-09-11"
51051,SOURCE,3033364,Cholesterol [Mass/volume] in Pleural fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51051 'Cholesterol, Pleural' (Pleural; Chemistry); community mapping, imported 2026-09-11"
51052,SOURCE,3025065,Creatinine [Mass/volume] in Pleural fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51052 'Creatinine, Pleural' (Pleural; Chemistry); community mapping, imported 2026-09-11"
51053,SOURCE,3003403,Glucose [Mass/volume] in Pleural fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51053 'Glucose, Pleural' (Pleural; Chemistry); community mapping, imported 2026-09-11"
51054,SOURCE,3015054,Lactate dehydrogenase [Enzymatic activity/volume] in Pleural fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51054 'Lactate Dehydrogenase, Pleural' (Pleural; Chemistry); community mapping, imported 2026-09-11"
51055,SOURCE,3048752,Lipase [Enzymatic activity/volume] in Pleural fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51055 'Lipase, Pleural' (Pleural; Chemistry); community mapping, imported 2026-09-11"
51057,SOURCE,3013098,Potassium [Moles/volume] in Specimen,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51057 'Potassium, Pleural' (Pleural; Chemistry); community mapping, imported 2026-09-11"
51058,SOURCE,3026681,Sodium [Moles/volume] in Specimen,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51058 'Sodium, Pleural' (Pleural; Chemistry); community mapping, imported 2026-09-11"
51059,SOURCE,3003434,Protein [Mass/volume] in Pleural fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51059 'Total Protein, Pleural' (Pleural; Chemistry); community mapping, imported 2026-09-11"
51060,SOURCE,3034207,Triglyceride [Mass/volume] in Pleural fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51060 'Triglycerides, Pleural' (Pleural; Chemistry); community mapping, imported 2026-09-11"
51061,SOURCE,3014637,Bicarbonate [Moles/volume] in Specimen,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51061 'Bicarbonate, Stool' (Stool; Chemistry); community mapping, imported 2026-09-11"
51062,SOURCE,3001260,Chloride [Moles/volume] in Stool,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51062 'Chloride, Stool' (Stool; Chemistry); community mapping, imported 2026-09-11"
51063,SOURCE,3007256,Osmolality of Stool,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51063 'Osmolality, Stool' (Stool; Chemistry); community mapping, imported 2026-09-11"
51064,SOURCE,3005819,Potassium [Moles/volume] in Stool,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51064 'Potassium, Stool' (Stool; Chemistry); community mapping, imported 2026-09-11"
51065,SOURCE,3011846,Sodium [Moles/volume] in Stool,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51065 'Sodium, Stool' (Stool; Chemistry); community mapping, imported 2026-09-11"
51066,SOURCE,3007687,Calcium [Mass/time] in 24 hour Urine,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51066 '24 hr Calcium' (Urine; Chemistry); community mapping, imported 2026-09-11"
51067,SOURCE,3004239,Creatinine [Mass/time] in 24 hour Urine,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51067 '24 hr Creatinine' (Urine; Chemistry); community mapping, imported 2026-09-11"
51068,SOURCE,3020876,Protein [Mass/time] in 24 hour Urine,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51068 '24 hr Protein' (Urine; Chemistry); community mapping, imported 2026-09-11"
51069,SOURCE,3000034,Microalbumin [Mass/volume] in Urine,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51069 'Albumin, Urine' (Urine; Chemistry); community mapping, imported 2026-09-11"
51070,SOURCE,3002827,Microalbumin/Creatinine [Mass Ratio] in 24 hour Urine,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51070 'Albumin/Creatinine, Urine' (Urine; Chemistry); community mapping, imported 2026-09-11"
51071,SOURCE,3000144,Amphetamine [Presence] in Urine by Screen method,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51071 'Amphetamine Screen, Urine' (Urine; Chemistry); community mapping, imported 2026-09-11"
51072,SOURCE,3017315,Amylase [Enzymatic activity/volume] in Urine,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51072 'Amylase, Urine' (Urine; Chemistry); community mapping, imported 2026-09-11"
51073,SOURCE,3044902,Amylase/Creatinine [Ratio] in Urine,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51073 'Amylase/Creatinine Ratio, Urine' (Urine; Chemistry); community mapping, imported 2026-09-11"
51074,SOURCE,3005058,Barbiturates [Presence] in Urine by Screen method,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51074 'Barbiturate Screen, Urine' (Urine; Chemistry); community mapping, imported 2026-09-11"
51075,SOURCE,3007682,Benzodiazepines [Presence] in Urine by Screen method,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51075 'Benzodiazepine Screen, Urine' (Urine; Chemistry); community mapping, imported 2026-09-11"
51076,SOURCE,3008251,Bicarbonate [Moles/volume] in Urine,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51076 'Bicarbonate, Urine' (Urine; Chemistry); community mapping, imported 2026-09-11"
51077,SOURCE,3006661,Calcium [Mass/volume] in Urine,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51077 'Calcium, Urine' (Urine; Chemistry); community mapping, imported 2026-09-11"
51078,SOURCE,3007733,Chloride [Moles/volume] in Urine,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51078 'Chloride, Urine' (Urine; Chemistry); community mapping, imported 2026-09-11"
51079,SOURCE,3016879,Cocaine [Presence] in Urine,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51079 'Cocaine, Urine' (Urine; Chemistry); community mapping, imported 2026-09-11"
51080,SOURCE,3005770,Creatinine renal clearance in 24 hour Urine and Serum or Plasma,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51080 'Creatinine Clearance' (Urine; Chemistry); community mapping, imported 2026-09-11"
51081,SOURCE,3016723,Creatinine [Mass/volume] in Serum or Plasma,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51081 'Creatinine, Serum' (Urine; Chemistry); community mapping, imported 2026-09-11"
51082,SOURCE,3017250,Creatinine [Mass/volume] in Urine,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51082 'Creatinine, Urine' (Urine; Chemistry); community mapping, imported 2026-09-11"
51083,SOURCE,3010109,Ethanol [Presence] in Urine,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51083 'Ethanol, Urine' (Urine; Chemistry); community mapping, imported 2026-09-11"
51084,SOURCE,3020399,Glucose [Mass/volume] in Urine,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51084 'Glucose, Urine' (Urine; Chemistry); community mapping, imported 2026-09-11"
51085,SOURCE,3018954,Choriogonadotropin (pregnancy test) [Presence] in Urine,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51085 'HCG, Urine, Qualitative' (Urine; Chemistry); community mapping, imported 2026-09-11"
51086,SOURCE,3017704,Immunofixation for Urine,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51086 'Immunofixation, Urine' (Urine; Chemistry); community mapping, imported 2026-09-11"
51087,SOURCE,3016750,Collection duration of Urine,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51087 'Length of Urine Collection' (Urine; Chemistry); community mapping, imported 2026-09-11"
51088,SOURCE,3019738,Magnesium [Mass/volume] in Urine,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51088 'Magnesium, Urine' (Urine; Chemistry); community mapping, imported 2026-09-11"
51089,SOURCE,3028064,Tetrahydrocannabinol [Presence] in Urine,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51089 'Marijuana' (Urine; Chemistry); community mapping, imported 2026-09-11"
51090,SOURCE,3036180,Methadone [Presence] in Urine,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51090 'Methadone, Urine' (Urine; Chemistry); community mapping, imported 2026-09-11"
51091,SOURCE,3011470,Myoglobin [Presence] in Urine,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51091 'Myoglobin, Urine' (Urine; Chemistry); community mapping, imported 2026-09-11"
51092,SOURCE,3015208,Opiates [Presence] in Urine by Screen method,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51092 'Opiate Screen, Urine' (Urine; Chemistry); community mapping, imported 2026-09-11"
51093,SOURCE,3026782,Osmolality of Urine,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51093 'Osmolality, Urine' (Urine; Chemistry); community mapping, imported 2026-09-11"
51094,SOURCE,3015736,pH of Urine,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51094 'pH' (Urine; Chemistry); community mapping, imported 2026-09-11"
51095,SOURCE,3026729,Phosphate [Mass/volume] in Urine,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51095 'Phosphate, Urine' (Urine; Chemistry); community mapping, imported 2026-09-11"
51096,SOURCE,3034719,Porphobilinogen [Presence] in Urine,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51096 'Porphobilinogen Screen' (Urine; Chemistry); community mapping, imported 2026-09-11"
51097,SOURCE,3016038,Potassium [Moles/volume] in Urine,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51097 'Potassium, Urine' (Urine; Chemistry); community mapping, imported 2026-09-11"
51098,SOURCE,3007822,Protein Fractions [Interpretation] in Urine by Electrophoresis,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51098 'Prot. Electrophoresis, Urine' (Urine; Chemistry); community mapping, imported 2026-09-11"
51099,SOURCE,3001582,Protein/Creatinine [Mass Ratio] in Urine,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51099 'Protein/Creatinine Ratio' (Urine; Chemistry); community mapping, imported 2026-09-11"
51100,SOURCE,3003181,Sodium [Moles/volume] in Urine,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51100 'Sodium, Urine' (Urine; Chemistry); community mapping, imported 2026-09-11"
51101,SOURCE,3016750,Collection duration of Urine,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51101 'Total Collection Time' (Urine; Chemistry); community mapping, imported 2026-09-11"
51102,SOURCE,3037121,Protein [Mass/volume] in Urine,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51102 'Total Protein, Urine' (Urine; Chemistry); community mapping, imported 2026-09-11"
51104,SOURCE,3011965,Urea nitrogen [Mass/volume] in Urine,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51104 'Urea Nitrogen, Urine' (Urine; Chemistry); community mapping, imported 2026-09-11"
51105,SOURCE,3033526,Urate [Mass/volume] in Urine,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51105 'Uric Acid, Urine' (Urine; Chemistry); community mapping, imported 2026-09-11"
51106,SOURCE,3017250,Creatinine [Mass/volume] in Urine,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51106 'Urine Creatinine' (Urine; Chemistry); community mapping, imported 2026-09-11"
51108,SOURCE,3036603,Volume of Urine,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51108 'Urine Volume' (Urine; Chemistry); community mapping, imported 2026-09-11"
51109,SOURCE,3036603,Volume of Urine,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51109 'Urine Volume, Total' (Urine; Chemistry); community mapping, imported 2026-09-11"
51110,SOURCE,3043989,Variant lymphocytes/100 leukocytes in Peritoneal fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51110 'Atypical Lymphocytes' (Ascites; Hematology); community mapping, imported 2026-09-11"
51111,SOURCE,1988747,Band form neutrophils/100 leukocytes in Peritoneal fluid by Manual count,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-31,"MIMIC-IV d_labitems itemid 51111 'Bands' (Ascites; Hematology); community mapping, imported 2026-09-11"
51112,SOURCE,3032363,Basophils/100 leukocytes in Peritoneal fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51112 'Basophils' (Ascites; Hematology); community mapping, imported 2026-09-11"
51113,SOURCE,3046003,Blasts/100 leukocytes in Peritoneal fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51113 'Blasts' (Ascites; Hematology); community mapping, imported 2026-09-11"
51114,SOURCE,3019298,Eosinophils/100 leukocytes in Peritoneal fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51114 'Eosinophils' (Ascites; Hematology); community mapping, imported 2026-09-11"
51115,SOURCE,3008108,Hematocrit [Volume Fraction] of Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51115 'Hematocrit, Ascites' (Ascites; Hematology); community mapping, imported 2026-09-11"
51116,SOURCE,3004437,Lymphocytes/100 leukocytes in Peritoneal fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51116 'Lymphocytes' (Ascites; Hematology); community mapping, imported 2026-09-11"
51117,SOURCE,3041635,Macrophages/100 leukocytes in Peritoneal fluid by Manual count,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51117 'Macrophage' (Ascites; Hematology); community mapping, imported 2026-09-11"
51118,SOURCE,3024271,Mesothelial cells/100 leukocytes in Peritoneal fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51118 'Mesothelial Cell' (Ascites; Hematology); community mapping, imported 2026-09-11"
51119,SOURCE,3024936,Metamyelocytes/100 leukocytes in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51119 'Metamyelocytes' (Ascites; Hematology); community mapping, imported 2026-09-11"
51120,SOURCE,3033483,Monocytes/100 leukocytes in Peritoneal fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51120 'Monocytes' (Ascites; Hematology); community mapping, imported 2026-09-11"
51121,SOURCE,3024394,Myelocytes/100 leukocytes in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51121 'Myelocytes' (Ascites; Hematology); community mapping, imported 2026-09-11"
51122,SOURCE,42868645,Nucleated erythrocytes/100 cells in Peritoneal fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51122 'Nucleated RBC' (Ascites; Hematology); community mapping, imported 2026-09-11"
51123,SOURCE,3008855,Leukocytes other/100 leukocytes in Peritoneal fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51123 'Other' (Ascites; Hematology); community mapping, imported 2026-09-11"
51124,SOURCE,3041137,Plasma cells/100 leukocytes in Peritoneal fluid by Manual count,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51124 'Plasma' (Ascites; Hematology); community mapping, imported 2026-09-11"
51125,SOURCE,3008838,Polymorphonuclear cells/100 leukocytes in Peritoneal fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51125 'Polys' (Ascites; Hematology); community mapping, imported 2026-09-11"
51126,SOURCE,3023316,Promyelocytes/100 leukocytes in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51126 'Promyelocytes' (Ascites; Hematology); community mapping, imported 2026-09-11"
51127,SOURCE,3009613,Erythrocytes [#/volume] in Peritoneal fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51127 'RBC, Ascites' (Ascites; Hematology); community mapping, imported 2026-09-11"
51130,SOURCE,3011412,CD3 cells [#/volume] in Blood,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51130 'Absolute CD3 Count' (Blood; Hematology); community mapping, imported 2026-09-11"
51131,SOURCE,3028167,CD3+CD4+ (T4 helper) cells [#/volume] in Blood,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51131 'Absolute CD4 Count' (Blood; Hematology); community mapping, imported 2026-09-11"
51132,SOURCE,3001405,CD3+CD8+ (T8 suppressor cells) cells [#/volume] in Blood,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51132 'Absolute CD8 Count' (Blood; Hematology); community mapping, imported 2026-09-11"
51133,SOURCE,3004327,Lymphocytes [#/volume] in Blood by Automated count,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51133 'Absolute Lymphocyte Count' (Blood; Hematology); community mapping, imported 2026-09-11"
51134,SOURCE,3019416,Acanthocytes [Presence] in Blood by Light microscopy,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51134 'Acanthocytes' (Blood; Hematology); community mapping, imported 2026-09-11"
51135,SOURCE,3017055,Platelet aggregation in Platelet rich plasma by ADP induced,Measurement,LOINC,1,yxx,2026-09-11,"MIMIC-IV d_labitems itemid 51135 'ADP' (Blood; Hematology); community mapping, imported 2026-09-11; corrected: ADP here is the ADP-induced platelet aggregation study (values are a status), not adenosine diphosphate concentration"
51136,SOURCE,3023479,Plasmin inhibitor actual/normal in Platelet poor plasma by Chromogenic method,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51136 'Alpha Antiplasmin' (Blood; Hematology); community mapping, imported 2026-09-11"
51137,SOURCE,3038691,Anisocytosis [Presence] in Blood,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51137 'Anisocytosis' (Blood; Hematology); community mapping, imported 2026-09-11"
51138,SOURCE,3009041,Cardiolipin IgG Ab [Units/volume] in Serum by Immunoassay,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51138 'Anticardiolipin Antibody IgG' (Blood; Hematology); community mapping, imported 2026-09-11"
51139,SOURCE,3015813,Cardiolipin IgM Ab [Units/volume] in Serum by Immunoassay,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51139 'Anticardiolipin Antibody IgM' (Blood; Hematology); community mapping, imported 2026-09-11"
51140,SOURCE,3000515,Antithrombin actual/normal in Platelet poor plasma by Chromogenic method,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51140 'Antithrombin' (Blood; Hematology); community mapping, imported 2026-09-11"
51141,SOURCE,3000873,Hemoglobin F [Presence] in Blood by Alkali denaturation,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51141 'APT Test' (Blood; Hematology); community mapping, imported 2026-09-11"
51142,SOURCE,3031450,Arachidonate (C20:4w6) [Moles/volume] in Serum or Plasma,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51142 'Arachadonic Acid' (Blood; Hematology); community mapping, imported 2026-09-11"
