source_string,code_system,concept_id,concept_name,domain_id,vocabulary_id,mapping_version,decided_by,decided_on,note
51769,SOURCE,3011564,Rubella virus IgG Ab [Units/volume] in Serum or Plasma by Immunoassay,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51769 'RUBIgGV' (Blood; Chemistry); community mapping, imported 2026-09-11"
51770,SOURCE,46236952,"Glomerular filtration rate/1.73 sq M.predicted [Volume Rate/Area] in Serum, Plasma or Blood by Creatinine-based formula (MDRD)",Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51770 'MDRDgfr' (Blood; Chemistry); community mapping, imported 2026-09-11"
51773,SOURCE,3035795,FMR1 gene targeted mutation analysis in Blood or Tissue by Molecular genetics method,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51773 'RFXFRKL' (Blood; Chemistry); community mapping, imported 2026-09-11"
51774,SOURCE,3052023,Hepatitis C virus Ab Signal/Cutoff in Serum or Plasma by Immunoassay,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51774 'RFXHCV' (Blood; Chemistry); community mapping, imported 2026-09-11"
51775,SOURCE,3024474,Albumin [Mass/volume] in Cerebral spinal fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51775 '(Albumin)' (Cerebrospinal Fluid; Chemistry); community mapping, imported 2026-09-11"
51776,SOURCE,3024474,Albumin [Mass/volume] in Cerebral spinal fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51776 '<Albumin>' (Cerebrospinal Fluid; Chemistry); community mapping, imported 2026-09-11"
51777,SOURCE,3024474,Albumin [Mass/volume] in Cerebral spinal fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51777 'Albumin, CSF' (Cerebrospinal Fluid; Chemistry); community mapping, imported 2026-09-11"
51778,SOURCE,3018149,Alpha 1 globulin/Protein.total in Cerebral spinal fluid by Electrophoresis,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51778 'Alpha-1' (Cerebrospinal Fluid; Chemistry); community mapping, imported 2026-09-11"
51779,SOURCE,3006757,Alpha 2 globulin/Protein.total in Cerebral spinal fluid by Electrophoresis,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51779 'Alpha-2' (Cerebrospinal Fluid; Chemistry); community mapping, imported 2026-09-11"
51780,SOURCE,3007327,Amylase [Enzymatic activity/volume] in Cerebral spinal fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51780 'Amylase, CSF' (Cerebrospinal Fluid; Chemistry); community mapping, imported 2026-09-11"
51781,SOURCE,3025229,Beta globulin/Protein.total in Cerebral spinal fluid by Electrophoresis,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51781 'Beta' (Cerebrospinal Fluid; Chemistry); community mapping, imported 2026-09-11"
51782,SOURCE,3005805,Bicarbonate [Moles/volume] in Cerebral spinal fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51782 'Bicarbonate, CSF' (Cerebrospinal Fluid; Chemistry); community mapping, imported 2026-09-11"
51783,SOURCE,3027110,Bilirubin.total [Mass/volume] in Cerebral spinal fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51783 'Bilirubin, Total, CSF' (Cerebrospinal Fluid; Chemistry); community mapping, imported 2026-09-11"
51784,SOURCE,3036172,Chloride [Moles/volume] in Cerebral spinal fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51784 'Chloride, CSF' (Cerebrospinal Fluid; Chemistry); community mapping, imported 2026-09-11"
51785,SOURCE,3035660,Cholesterol [Mass/volume] in Cerebral spinal fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51785 'Cholesterol, CSF' (Cerebrospinal Fluid; Chemistry); community mapping, imported 2026-09-11"
51786,SOURCE,46236184,Clostridium perfringens [Presence] in Specimen by Organism specific culture,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51786 'Clostrid' (Cerebrospinal Fluid; Chemistry); community mapping, imported 2026-09-11"
51787,SOURCE,3024535,Creatinine [Mass/volume] in Cerebral spinal fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51787 'Creatinine, CSF' (Cerebrospinal Fluid; Chemistry); community mapping, imported 2026-09-11"
51788,SOURCE,3001363,Cryptococcus sp Ag [Presence] in Cerebral spinal fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51788 'Cryptococ' (Cerebrospinal Fluid; Chemistry); community mapping, imported 2026-09-11"
51790,SOURCE,3022548,Glucose [Mass/volume] in Cerebral spinal fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51790 'Glucose, CSF' (Cerebrospinal Fluid; Chemistry); community mapping, imported 2026-09-11"
51791,SOURCE,3031110,HIV 1 RNA [Log #/volume] (viral load) in Cerebral spinal fluid by NAA with probe detection,Measurement,LOINC,1,yxx,2026-09-11,"MIMIC-IV d_labitems itemid 51791 'HIV 1 Viral Load' (Cerebrospinal Fluid; Chemistry); community mapping, imported 2026-09-11; corrected: the item's fluid is CSF; the community table named serum or plasma"
51792,SOURCE,3041917,Immunoelectrophoresis for Cerebral spinal fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51792 'Immunoelectrophoresis, CSF' (Cerebrospinal Fluid; Chemistry); community mapping, imported 2026-09-11"
51793,SOURCE,3007368,IgG [Mass/volume] in Cerebral spinal fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51793 'Immunoglobulin G, CSF' (Cerebrospinal Fluid; Chemistry); community mapping, imported 2026-09-11"
51794,SOURCE,3007368,IgG [Mass/volume] in Cerebral spinal fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51794 'Immunoglobulin G, CSF' (Cerebrospinal Fluid; Chemistry); community mapping, imported 2026-09-11"
51795,SOURCE,3016920,Lactate dehydrogenase [Enzymatic activity/volume] in Cerebral spinal fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51795 'Lactate Dehydrogenase, CSF' (Cerebrospinal Fluid; Chemistry); community mapping, imported 2026-09-11"
51797,SOURCE,3028160,Osmolality of Specimen,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51797 'Osmolality, CSF' (Cerebrospinal Fluid; Chemistry); community mapping, imported 2026-09-11"
51798,SOURCE,3006670,Protein Fractions [Interpretation] in Cerebral spinal fluid by Electrophoresis,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51798 'PEP, CSF' (Cerebrospinal Fluid; Chemistry); community mapping, imported 2026-09-11"
51799,SOURCE,3022932,Gamma globulin [Mass/volume] in Cerebral spinal fluid by Electrophoresis,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51799 'PEP, CSF, Gamma Region' (Cerebrospinal Fluid; Chemistry); community mapping, imported 2026-09-11"
51800,SOURCE,3018062,Potassium [Moles/volume] in Cerebral spinal fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51800 'Potassium, CSF' (Cerebrospinal Fluid; Chemistry); community mapping, imported 2026-09-11"
51801,SOURCE,3003834,Sodium [Moles/volume] in Cerebral spinal fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51801 'Sodium, CSF' (Cerebrospinal Fluid; Chemistry); community mapping, imported 2026-09-11"
51802,SOURCE,3019473,Protein [Mass/volume] in Cerebral spinal fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51802 'Total Protein, CSF' (Cerebrospinal Fluid; Chemistry); community mapping, imported 2026-09-11"
51803,SOURCE,3036816,Triglyceride [Mass/volume] in Cerebral spinal fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51803 'Triglycerides, CSF' (Cerebrospinal Fluid; Chemistry); community mapping, imported 2026-09-11"
51804,SOURCE,3034450,Urea nitrogen [Mass/volume] in Cerebral spinal fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51804 'Urea Nitrogen, CSF' (Cerebrospinal Fluid; Chemistry); community mapping, imported 2026-09-11"
51805,SOURCE,3007151,Urate [Mass/volume] in Cerebral spinal fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-31,"MIMIC-IV d_labitems itemid 51805 'Uric Acid, CSF' (Cerebrospinal Fluid; Chemistry); community mapping, imported 2026-09-11"
51807,SOURCE,3025380,Albumin [Mass/volume] in Synovial fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51807 '(Albumin)' (Joint Fluid; Chemistry); community mapping, imported 2026-09-11"
51808,SOURCE,3026790,Alpha 1 globulin/Protein.total in Synovial fluid by Electrophoresis,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51808 'Alpha-1' (Joint Fluid; Chemistry); community mapping, imported 2026-09-11"
51809,SOURCE,3028168,Alpha 2 globulin/Protein.total in Synovial fluid by Electrophoresis,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51809 'Alpha-2' (Joint Fluid; Chemistry); community mapping, imported 2026-09-11"
51810,SOURCE,3028778,Beta globulin/Protein.total in Synovial fluid by Electrophoresis,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51810 'Beta' (Joint Fluid; Chemistry); community mapping, imported 2026-09-11"
51811,SOURCE,3014637,Bicarbonate [Moles/volume] in Specimen,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51811 'Bicarbonate,Joint Fluid' (Joint Fluid; Chemistry); community mapping, imported 2026-09-11"
51812,SOURCE,3014687,Bilirubin.total [Mass/volume] in Synovial fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51812 'Bilirubin, Total, Joint Fluid' (Joint Fluid; Chemistry); community mapping, imported 2026-09-11"
51813,SOURCE,3009024,Chloride [Moles/volume] in Specimen,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51813 'Chloride, Joint Fluid' (Joint Fluid; Chemistry); community mapping, imported 2026-09-11"
51814,SOURCE,3020324,Cholesterol [Mass/volume] in Synovial fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51814 'Cholesterol, Joint Fluid' (Joint Fluid; Chemistry); community mapping, imported 2026-09-11"
51815,SOURCE,1617096,Clostridium perfringens [Presence] in Synovial fluid by NAA with non-probe detection,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51815 'Clostrid' (Joint Fluid; Chemistry); community mapping, imported 2026-09-11"
51816,SOURCE,3024255,Cryptococcus sp Ag [Presence] in Specimen,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51816 'Cryptococ' (Joint Fluid; Chemistry); community mapping, imported 2026-09-11"
51818,SOURCE,3031064,Immune complex.IgG [Units/volume] in Synovial fluid by C1q binding assay,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51818 'IgG, Joint Fluid' (Joint Fluid; Chemistry); community mapping, imported 2026-09-11"
51820,SOURCE,3028160,Osmolality of Specimen,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51820 'Osmolality, Joint Fluid' (Joint Fluid; Chemistry); community mapping, imported 2026-09-11"
51821,SOURCE,3000516,Gamma globulin [Mass/volume] in Synovial fluid by Electrophoresis,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51821 'PEP, Joint Fluid, Gamma Region' (Joint Fluid; Chemistry); community mapping, imported 2026-09-11"
51822,SOURCE,3007485,Potassium [Moles/volume] in Synovial fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51822 'Potassium, Joint Fluid' (Joint Fluid; Chemistry); community mapping, imported 2026-09-11"
51823,SOURCE,3026681,Sodium [Moles/volume] in Specimen,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51823 'Sodium, Joint Fluid' (Joint Fluid; Chemistry); community mapping, imported 2026-09-11"
51824,SOURCE,3014110,Triglyceride [Mass/volume] in Synovial fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51824 'Triglycerides, Joint Fluid' (Joint Fluid; Chemistry); community mapping, imported 2026-09-11"
51825,SOURCE,3006710,Urea nitrogen [Mass/volume] in Synovial fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51825 'Urea Nitrogen, Joint Fluid' (Joint Fluid; Chemistry); community mapping, imported 2026-09-11"
51826,SOURCE,3038146,Urate [Mass/volume] in Synovial fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51826 'Uric Acid, Joint Fluid' (Joint Fluid; Chemistry); community mapping, imported 2026-09-11"
51829,SOURCE,3023505,Fat [Mass/time] in 72 hour Stool,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51829 '72 Hr Fat' (Other Body Fluid; Chemistry); community mapping, imported 2026-09-11"
51832,SOURCE,3007270,Adenovirus Ab [Units/volume] in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51832 'Adenovirus' (Other Body Fluid; Chemistry); community mapping, imported 2026-09-11"
51833,SOURCE,3010296,Alpha-1-Fetoprotein [Mass/volume] in Amniotic fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51833 'AFP, Amniotic Fluid' (Other Body Fluid; Chemistry); community mapping, imported 2026-09-11"
51834,SOURCE,3034165,Alpha-1-Fetoprotein [Mass/volume] in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51834 'AFP, Body Fluid' (Other Body Fluid; Chemistry); community mapping, imported 2026-09-11"
51835,SOURCE,3025313,Albumin [Mass/volume] in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51835 '(Albumi' (Other Body Fluid; Chemistry); community mapping, imported 2026-09-11"
51836,SOURCE,3025313,Albumin [Mass/volume] in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51836 '<Albumin>' (Other Body Fluid; Chemistry); community mapping, imported 2026-09-11"
51837,SOURCE,3019891,Alpha 1 globulin/Protein.total in Body fluid by Electrophoresis,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51837 'Alpha-1' (Other Body Fluid; Chemistry); community mapping, imported 2026-09-11"
51838,SOURCE,3005504,Alpha 2 globulin/Protein.total in Body fluid by Electrophoresis,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51838 'Alpha-2' (Other Body Fluid; Chemistry); community mapping, imported 2026-09-11"
51840,SOURCE,3003304,Beta globulin/Protein.total in Body fluid by Electrophoresis,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51840 'Beta' (Other Body Fluid; Chemistry); community mapping, imported 2026-09-11"
51842,SOURCE,3019930,Urea nitrogen [Mass/volume] in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51842 'Bun' (Other Body Fluid; Chemistry); community mapping, imported 2026-09-11"
51843,SOURCE,40764128,Clostridioides difficile DNA [Presence] in Specimen by NAA with probe detection,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51843 'C. diff PCR' (Other Body Fluid; Chemistry); community mapping, imported 2026-09-11"
51844,SOURCE,3026688,Clostridioides difficile toxin A+B [Units/volume] in Specimen by Immunoassay,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51844 'C diff Toxin Antigen Assay' (Other Body Fluid; Chemistry); community mapping, imported 2026-09-11"
51845,SOURCE,3019540,Chlamydophila pneumoniae [Presence] in Specimen by Organism specific culture,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51845 'Chlamydia pneumoniae' (Other Body Fluid; Chemistry); community mapping, imported 2026-09-11"
51846,SOURCE,3043310,Chlamydia trachomatis rRNA [Presence] in Specimen by NAA with probe detection,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51846 'Chlamydia trachomatis' (Other Body Fluid; Chemistry); community mapping, imported 2026-09-11"
51847,SOURCE,3007592,Clostridium perfringens enterotoxin [Presence] in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51847 'Clostrid' (Other Body Fluid; Chemistry); community mapping, imported 2026-09-11"
51848,SOURCE,3042596,Human coronavirus RNA [Presence] in Specimen by NAA with probe detection,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51848 'Coronavirus, NOT CoVID-19' (Other Body Fluid; Chemistry); community mapping, imported 2026-09-11"
51853,SOURCE,586516,SARS-CoV-2 (COVID-19) [Presence] in Specimen by Organism specific culture,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51853 'COVID-19' (Other Body Fluid; Chemistry); community mapping, imported 2026-09-11"
51854,SOURCE,3023879,Cryptococcus sp Ag [Presence] in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51854 'Cryptococ' (Other Body Fluid; Chemistry); community mapping, imported 2026-09-11"
51855,SOURCE,3036054,Phosphatidylcholine/Albumin [Mass Ratio] in Amniotic fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51855 'DSPC, Amniotic Fluid' (Other Body Fluid; Chemistry); community mapping, imported 2026-09-11"
51858,SOURCE,3038207,HIV 1 RNA [#/volume] (viral load) in Specimen by NAA with probe detection,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51858 'HIV 1 Viral Load' (Other Body Fluid; Chemistry); community mapping, imported 2026-09-11"
51859,SOURCE,3042194,Human metapneumovirus RNA [Presence] in Specimen by NAA with probe detection,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51859 'Human Metapneumovirus' (Other Body Fluid; Chemistry); community mapping, imported 2026-09-11"
51860,SOURCE,3040684,Rhinovirus+Enterovirus RNA [Presence] in Specimen by NAA with probe detection,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51860 'Human Rhinovirus/Enterovirus' (Other Body Fluid; Chemistry); community mapping, imported 2026-09-11"
51861,SOURCE,3000265,Immunoelectrophoresis for Serum or Plasma,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51861 'Immunoelectrophoresis, Fluid' (Other Body Fluid; Chemistry); community mapping, imported 2026-09-11"
51862,SOURCE,3015390,IgG [Mass/volume] in Body fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51862 'Immunoglobulin G, Body Fluid' (Other Body Fluid; Chemistry); community mapping, imported 2026-09-11"
51863,SOURCE,3028459,Influenza virus A Ag [Presence] in Specimen by Immunoassay,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51863 'Influenza A' (Other Body Fluid; Chemistry); community mapping, imported 2026-09-11"
51864,SOURCE,3044938,Influenza virus A RNA [Presence] in Specimen by NAA with probe detection,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51864 'Influenza A by PCR' (Other Body Fluid; Chemistry); community mapping, imported 2026-09-11"
51865,SOURCE,3044938,Influenza virus A RNA [Presence] in Specimen by NAA with probe detection,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51865 'Influenza A by PCR' (Other Body Fluid; Chemistry); community mapping, imported 2026-09-11"
51866,SOURCE,3030120,Influenza virus A H1 RNA [Presence] in Specimen by NAA with probe detection,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51866 'Influenza A H1' (Other Body Fluid; Chemistry); community mapping, imported 2026-09-11"
51867,SOURCE,40758594,Influenza virus A H1 2009 pandemic RNA [Presence] in Specimen by NAA with probe detection,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51867 'Influenza A H1-2009' (Other Body Fluid; Chemistry); community mapping, imported 2026-09-11"
51868,SOURCE,3032731,Influenza virus A H3 RNA [Presence] in Specimen by NAA with probe detection,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51868 'Influenza A H3' (Other Body Fluid; Chemistry); community mapping, imported 2026-09-11"
51869,SOURCE,3002523,Influenza virus A Ag [Presence] in Specimen,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51869 'Influenza A, Rapid Antigen' (Other Body Fluid; Chemistry); community mapping, imported 2026-09-11"
51870,SOURCE,3002523,Influenza virus A Ag [Presence] in Specimen,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51870 'Influenza A, Rapid Antigen' (Other Body Fluid; Chemistry); community mapping, imported 2026-09-11"
51871,SOURCE,3011688,Influenza virus B Ag [Presence] in Specimen by Immunoassay,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51871 'Influenza B' (Other Body Fluid; Chemistry); community mapping, imported 2026-09-11"
51872,SOURCE,3038288,Influenza virus B RNA [Presence] in Specimen by NAA with probe detection,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51872 'Influenza B by PCR' (Other Body Fluid; Chemistry); community mapping, imported 2026-09-11"
51873,SOURCE,3038288,Influenza virus B RNA [Presence] in Specimen by NAA with probe detection,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51873 'Influenza B by PCR' (Other Body Fluid; Chemistry); community mapping, imported 2026-09-11"
51874,SOURCE,3003740,Influenza virus B Ag [Presence] in Specimen,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51874 'Influenza B, Rapid Antigen' (Other Body Fluid; Chemistry); community mapping, imported 2026-09-11"
51875,SOURCE,21492989,Influenza virus B Ag [Presence] in Upper respiratory specimen by Rapid immunoassay,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51875 'Influenza B, Rapid Antigen' (Other Body Fluid; Chemistry); community mapping, imported 2026-09-11"
51876,SOURCE,3035904,Lecithin/Sphingomyelin [Ratio] in Amniotic fluid,Measurement,LOINC,1,MIT-LCP mimic-code d_labitems_to_loinc (SSSOM),2022-03-01,"MIMIC-IV d_labitems itemid 51876 'L/S Ratio, Amniotic Fluid' (Other Body Fluid; Chemistry); community mapping, imported 2026-09-11"
